,Date,Hours,Planned,Output
3374,2022-09-20,0400-0500,37,37
3375,2022-09-20,0500-0600,34,34
3376,2022-09-21,0600-0700,34,34
3377,2022-09-21,0700-0800,37,37
3378,2022-09-21,0800-0900,50,41
3379,2022-09-21,0900-1000,33,26
3380,2022-09-21,1000-1100,50,42
3381,2022-09-21,1100-1200,50,43
3382,2022-09-21,1200-1300,50,44
3383,2022-09-21,1300-1400,46,23
3384,2022-09-21,1400-1500,34,34
3385,2022-09-21,1500-1600,37,37
3386,2022-09-21,1600-1700,37,37
3387,2022-09-21,1700-1800,24,24
3388,2022-09-21,1800-1900,37,37
3389,2022-09-21,1900-2000,37,35
3390,2022-09-21,2000-2100,37,33
3391,2022-09-21,2100-2200,34,34
3392,2022-09-21,2200-2300,34,32
3393,2022-09-21,2300-0000,37,36
3394,2022-09-21,0000-0100,37,34
3395,2022-09-21,0100-0200,24,24
3396,2022-09-21,0200-0300,37,37
3397,2022-09-21,0300-0400,37,37
3398,2022-09-21,0400-0500,37,37
3399,2022-09-21,0500-0600,34,34
3400,2022-09-22,0600-0700,34,34
3401,2022-09-22,0700-0800,37,5
3402,2022-09-22,0800-0900,37,32
3403,2022-09-22,0900-1000,24,24
3404,2022-09-22,1000-1100,37,29
3405,2022-09-22,1100-1200,37,37
3406,2022-09-22,1200-1300,37,37
3407,2022-09-22,1300-1400,34,34
3408,2022-09-22,1400-1500,46,46
3409,2022-09-22,1500-1600,50,50
3410,2022-09-22,1600-1700,50,50
3411,2022-09-22,1700-1800,33,33
3412,2022-09-22,1800-1900,50,50
3413,2022-09-22,1900-2000,50,50
3414,2022-09-22,2000-2100,50,50
3415,2022-09-22,2100-2200,46,35
3416,2022-09-22,2200-2300,34,34
3417,2022-09-22,2300-0000,37,35
3418,2022-09-22,0000-0100,37,33
3419,2022-09-22,0100-0200,24,24
3420,2022-09-22,0200-0300,37,37
3421,2022-09-22,0300-0400,37,35
3422,2022-09-22,0400-0500,37,23
3423,2022-09-22,0500-0600,34,0
3424,2022-09-23,0600-0700,34,20
3425,2022-09-23,0700-0800,37,32
3426,2022-09-23,0800-0900,37,24
3427,2022-09-23,0900-1000,21,15
3428,2022-09-23,1000-1100,37,25
3429,2022-09-23,1100-1200,37,37
3430,2022-09-23,1200-1300,37,31
3431,2022-09-23,1300-1400,34,26
3432,2022-09-23,1400-1500,46,40
3433,2022-09-23,1500-1600,50,48
3434,2022-09-23,1600-1700,50,48
3435,2022-09-23,1700-1800,33,33
3436,2022-09-23,1800-1900,50,47
3437,2022-09-23,1900-2000,50,48
3438,2022-09-23,2000-2100,50,48
3439,2022-09-23,2100-2200,46,40
3440,2022-09-23,2200-2300,34,28
3441,2022-09-23,2300-0000,37,37
3442,2022-09-23,0000-0100,37,18
3443,2022-09-23,0100-0200,24,20
3444,2022-09-23,0200-0300,37,37
3445,2022-09-23,0300-0400,37,37
3446,2022-09-23,0400-0500,37,37
3447,2022-09-23,0500-0600,34,34
3448,2022-09-26,0600-0700,46,23
3449,2022-09-26,0700-0800,50,50
3450,2022-09-26,0800-0900,50,50
3451,2022-09-26,0900-1000,33,30
3452,2022-09-26,1000-1100,50,45
3453,2022-09-26,1100-1200,50,50
3454,2022-09-26,1200-1300,50,40
3455,2022-09-26,1300-1400,46,46
3456,2022-09-26,1400-1500,34,34
3457,2022-09-26,1500-1600,37,37
3458,2022-09-26,1600-1700,37,36
3459,2022-09-26,1700-1800,24,24
3460,2022-09-26,1800-1900,37,37
3461,2022-09-26,1900-2000,37,37
3462,2022-09-26,2000-2100,37,37
3463,2022-09-26,2100-2200,34,34
3464,2022-09-26,2200-2300,46,43
3465,2022-09-26,2300-0000,50,50
3466,2022-09-26,0000-0100,50,50
3467,2022-09-26,0100-0200,33,30
3468,2022-09-26,0200-0300,50,50
3469,2022-09-26,0300-0400,50,50
3470,2022-09-26,0400-0500,50,50
3471,2022-09-26,0500-0600,46,25
3472,2022-09-27,0600-0700,46,35
3473,2022-09-27,0700-0800,50,50
3474,2022-09-27,0800-0900,50,33
3475,2022-09-27,0900-1000,33,33
3476,2022-09-27,1000-1100,50,50
3477,2022-09-27,1100-1200,50,50
3478,2022-09-27,1200-1300,50,46
3479,2022-09-27,1300-1400,46,37
3480,2022-09-27,1400-1500,34,34
3481,2022-09-27,1500-1600,37,37
3482,2022-09-27,1600-1700,37,37
3483,2022-09-27,1700-1800,24,24
3484,2022-09-27,1800-1900,37,37
3485,2022-09-27,1900-2000,37,37
3486,2022-09-27,2000-2100,37,37
3487,2022-09-27,2100-2200,34,34
3488,2022-09-27,2200-2300,46,42
3489,2022-09-27,2300-0000,50,50
3490,2022-09-27,0000-0100,50,49
3491,2022-09-27,0100-0200,33,30
3492,2022-09-27,0200-0300,50,50
3493,2022-09-27,0300-0400,50,50
3494,2022-09-27,0400-0500,50,50
3495,2022-09-27,0500-0600,46,40
3496,2022-09-28,0600-0700,46,25
3497,2022-09-28,0700-0800,50,40
3498,2022-09-28,0800-0900,50,40
3499,2022-09-28,0900-1000,33,33
3500,2022-09-28,1000-1100,50,50
3501,2022-09-28,1100-1200,50,50
3502,2022-09-28,1200-1300,50,50
3503,2022-09-28,1300-1400,46,13
3504,2022-09-28,1400-1500,46,3
3505,2022-09-28,1500-1600,50,0
3506,2022-09-28,1600-1700,50,0
3507,2022-09-28,1700-1800,33,0
3508,2022-09-28,1800-1900,50,17
3509,2022-09-28,1900-2000,50,17
3510,2022-09-28,2000-2100,50,20
3511,2022-09-28,2100-2200,46,40
3512,2022-09-28,2200-2300,46,42
3513,2022-09-28,2300-0000,50,50
3514,2022-09-28,0000-0100,50,50
3515,2022-09-28,0100-0200,33,30
3516,2022-09-28,0200-0300,50,50
3517,2022-09-28,0300-0400,37,37
3518,2022-09-28,0400-0500,37,37
3519,2022-09-28,0500-0600,34,26
3520,2022-09-29,0600-0700,46,12
3521,2022-09-29,0700-0800,50,24
3522,2022-09-29,0800-0900,50,13
3523,2022-09-29,0900-1000,33,7
3524,2022-09-29,1000-1100,50,18
3525,2022-09-29,1100-1200,50,0
3526,2022-09-29,1200-1300,50,0
3527,2022-09-29,1300-1400,46,0
3528,2022-09-29,1400-1500,46,10
3529,2022-09-29,1500-1600,50,13
3530,2022-09-29,1600-1700,50,26
3531,2022-09-29,1700-1800,33,20
3532,2022-09-29,1800-1900,50,30
3533,2022-09-29,1900-2000,50,31
3534,2022-09-29,2000-2100,50,31
3535,2022-09-29,2100-2200,46,28
3536,2022-09-29,2200-2300,46,28
3537,2022-09-29,2300-0000,50,32
3538,2022-09-29,0000-0100,50,32
3539,2022-09-29,0100-0200,33,20
3540,2022-09-29,0200-0300,50,32
3541,2022-09-29,0300-0400,50,32
3542,2022-09-29,0400-0500,50,32
3543,2022-09-29,0500-0600,46,30
3544,2022-09-30,0600-0700,46,27
3545,2022-09-30,0700-0800,50,27
3546,2022-09-30,0800-0900,50,24
3547,2022-09-30,0900-1000,33,0
3548,2022-09-30,1000-1100,37,25
3549,2022-09-30,1100-1200,37,7
3550,2022-09-30,1200-1300,50,0
3551,2022-09-30,1300-1400,46,0
3552,2022-09-30,1400-1500,46,27
3553,2022-09-30,1500-1600,50,32
3554,2022-09-30,1600-1700,50,32
3555,2022-09-30,1700-1800,33,20
3556,2022-09-30,1800-1900,50,32
3557,2022-09-30,1900-2000,50,32
3558,2022-09-30,2000-2100,50,32
3559,2022-09-30,2100-2200,46,28
3560,2022-09-30,2200-2300,34,30
3561,2022-09-30,2300-0000,37,32
3562,2022-09-30,0000-0100,37,32
3563,2022-10-01,0100-0200,21,21
3564,2022-10-01,0200-0300,37,32
3565,2022-09-30,0300-0400,37,32
3566,2022-09-30,0400-0500,37,32
3567,2022-09-30,0500-0600,34,30
3568,2022-10-03,0600-0700,34,23
3569,2022-10-03,0700-0800,37,32
3570,2022-10-03,0800-0900,37,31
3571,2022-10-03,0900-1000,24,20
3572,2022-10-03,1000-1100,37,0
3573,2022-10-03,1100-1200,37,0
3574,2022-10-03,1200-1300,37,0
3575,2022-10-03,1300-1400,34,23
3576,2022-10-03,1400-1500,34,0
3577,2022-10-03,1500-1600,37,12
3578,2022-10-03,1600-1700,37,32
3579,2022-10-03,1700-1800,24,21
3580,2022-10-03,1800-1900,37,32
3581,2022-10-03,1900-2000,37,32
3582,2022-10-03,2000-2100,37,20
3583,2022-10-03,2100-2200,34,30
3584,2022-10-03,2200-2300,46,30
3585,2022-10-03,2300-0000,50,32
3586,2022-10-03,0000-0100,50,32
3587,2022-10-03,0100-0200,33,21
3588,2022-10-03,0200-0300,50,32
3589,2022-10-03,0300-0400,50,32
3590,2022-10-03,0400-0500,50,32
3591,2022-10-03,0500-0600,46,30
3592,2022-10-04,0600-0700,34,28
3593,2022-10-04,0700-0800,37,32
3594,2022-10-04,0800-0900,37,32
3595,2022-10-04,0900-1000,24,9
3596,2022-10-04,1000-1100,37,37
3597,2022-10-04,1100-1200,37,37
3598,2022-10-04,1200-1300,37,34
3599,2022-10-04,1300-1400,34,0
3600,2022-10-04,1400-1500,46,0
3601,2022-10-04,1500-1600,50,38
3602,2022-10-04,1600-1700,50,49
3603,2022-10-04,1700-1800,33,30
3604,2022-10-04,1800-1900,50,49
3605,2022-10-04,1900-2000,50,49
3606,2022-10-04,2000-2100,50,48
3607,2022-10-04,2100-2200,46,41
3608,2022-10-04,2200-2300,46,46
3609,2022-10-04,2300-0000,50,50
3610,2022-10-04,0000-0100,50,50
3611,2022-10-04,0100-0200,33,33
3612,2022-10-04,0200-0300,50,50
3613,2022-10-04,0300-0400,50,50
3614,2022-10-04,0400-0500,50,50
3615,2022-10-04,0500-0600,46,46
3616,2022-10-05,0600-0700,34,34
3617,2022-10-05,0700-0800,37,37
3618,2022-10-05,0800-0900,37,29
3619,2022-10-05,0900-1000,24,24
3620,2022-10-05,1000-1100,37,37
3621,2022-10-05,1100-1200,37,37
3622,2022-10-05,1200-1300,37,33
3623,2022-10-05,1300-1400,34,30
3624,2022-10-05,1400-1500,46,43
3625,2022-10-05,1500-1600,50,50
3626,2022-10-05,1600-1700,50,50
3627,2022-10-05,1700-1800,33,30
3628,2022-10-05,1800-1900,50,50
3629,2022-10-05,1900-2000,50,50
3630,2022-10-05,2000-2100,50,50
3631,2022-10-05,2100-2200,46,41
3632,2022-10-05,2200-2300,46,46
3633,2022-10-05,2300-0000,50,50
3634,2022-10-05,0000-0100,50,50
3635,2022-10-05,0100-0200,33,33
3636,2022-10-05,0200-0300,50,50
3637,2022-10-05,0300-0400,50,50
3638,2022-10-05,0400-0500,50,45
3639,2022-10-05,0500-0600,46,19
3640,2022-10-06,0600-0700,34,8
3641,2022-10-06,0700-0800,37,0
3642,2022-10-06,0800-0900,37,0
3643,2022-10-06,0900-1000,24,0
3644,2022-10-06,1000-1100,37,19
3645,2022-10-06,1100-1200,37,37
3646,2022-10-06,1200-1300,37,37
3647,2022-10-06,1300-1400,34,34
3648,2022-10-06,1400-1500,46,43
3649,2022-10-06,1500-1600,50,50
3650,2022-10-06,1600-1700,50,50
3651,2022-10-06,1700-1800,33,30
3652,2022-10-06,1800-1900,50,50
3653,2022-10-06,1900-2000,50,50
3654,2022-10-06,2000-2100,50,50
3655,2022-10-06,2100-2200,46,30
3656,2022-10-06,2200-2300,46,18
3657,2022-10-06,2300-0000,50,13
3658,2022-10-06,0000-0100,50,11
3659,2022-10-06,0100-0200,33,30
3660,2022-10-06,0200-0300,50,50
3661,2022-10-06,0300-0400,50,50
3662,2022-10-06,0400-0500,50,50
3663,2022-10-06,0500-0600,46,46
3664,2022-10-07,0600-0700,34,34
3665,2022-10-07,0700-0800,37,37
3666,2022-10-07,0800-0900,37,37
3667,2022-10-07,0900-1000,24,24
3668,2022-10-07,1000-1100,37,37
3669,2022-10-07,1100-1200,37,24
3670,2022-10-07,1200-1300,37,37
3671,2022-10-07,1300-1400,34,34
3672,2022-10-07,1400-1500,46,20
3673,2022-10-07,1500-1600,50,50
3674,2022-10-07,1600-1700,50,50
3675,2022-10-07,1700-1800,33,24
3676,2022-10-07,1800-1900,50,46
3677,2022-10-07,1900-2000,50,50
3678,2022-10-07,2000-2100,50,49
3679,2022-10-07,2100-2200,46,43
3680,2022-10-07,2200-2300,46,46
3681,2022-10-07,2300-0000,50,50
3682,2022-10-07,0000-0100,50,50
3683,2022-10-07,0100-0200,33,33
3684,2022-10-07,0200-0300,50,40
3685,2022-10-07,0300-0400,50,50
3686,2022-10-07,0400-0500,50,34
3687,2022-10-07,0500-0600,46,44
3688,2022-10-10,0600-0700,46,15
3689,2022-10-10,0700-0800,50,33
3690,2022-10-10,0800-0900,50,34
3691,2022-10-10,0900-1000,33,22
3692,2022-10-10,1000-1100,50,34
3693,2022-10-10,1100-1200,50,36
3694,2022-10-10,1200-1300,50,37
3695,2022-10-10,1300-1400,46,25
3696,2022-10-10,1400-1500,46,40
3697,2022-10-10,1500-1600,50,50
3698,2022-10-10,1600-1700,50,50
3699,2022-10-10,1700-1800,33,33
3700,2022-10-10,1800-1900,50,50
3701,2022-10-10,1900-2000,50,50
3702,2022-10-10,2000-2100,50,50
3703,2022-10-10,2100-2200,46,46
3704,2022-10-10,2200-2300,46,43
3705,2022-10-10,2300-0000,50,48
3706,2022-10-10,0000-0100,50,50
3707,2022-10-10,0100-0200,33,30
3708,2022-10-10,0200-0300,50,47
3709,2022-10-10,0300-0400,50,42
3710,2022-10-10,0400-0500,50,50
3711,2022-10-10,0500-0600,46,40
3712,2022-10-11,0600-0700,34,34
3713,2022-10-11,0700-0800,37,24
3714,2022-10-11,0800-0900,37,30
3715,2022-10-11,0900-1000,24,24
3716,2022-10-11,1000-1100,37,37
3717,2022-10-11,1100-1200,37,37
3718,2022-10-11,1200-1300,37,37
3719,2022-10-11,1300-1400,34,34
3720,2022-10-11,1400-1500,46,46
3721,2022-10-11,1500-1600,50,50
3722,2022-10-11,1600-1700,50,50
3723,2022-10-11,1700-1800,33,33
3724,2022-10-11,1800-1900,50,48
3725,2022-10-11,1900-2000,50,50
3726,2022-10-11,2000-2100,50,50
3727,2022-10-11,2100-2200,46,40
3728,2022-10-11,2200-2300,34,34
3729,2022-10-11,2300-0000,37,37
3730,2022-10-11,0000-0100,37,37
3731,2022-10-11,0100-0200,24,24
3732,2022-10-11,0200-0300,37,37
3733,2022-10-11,0300-0400,37,37
3734,2022-10-11,0400-0500,37,37
3735,2022-10-11,0500-0600,34,34
3736,2022-10-12,0600-0700,46,41
3737,2022-10-12,0700-0800,50,33
3738,2022-10-12,0800-0900,50,27
3739,2022-10-12,0900-1000,28,16
3740,2022-10-12,1000-1100,50,32
3741,2022-10-12,1100-1200,50,30
3742,2022-10-12,1200-1300,50,35
3743,2022-10-12,1300-1400,46,30
3744,2022-10-12,1400-1500,46,46
3745,2022-10-12,1500-1600,50,50
3746,2022-10-12,1600-1700,50,50
3747,2022-10-12,1700-1800,33,33
3748,2022-10-12,1800-1900,50,50
3749,2022-10-12,1900-2000,50,50
3750,2022-10-12,2000-2100,50,50
3751,2022-10-12,2100-2200,46,45
3752,2022-10-12,2200-2300,46,40
3753,2022-10-12,2300-0000,50,45
3754,2022-10-12,0000-0100,50,45
3755,2022-10-12,0100-0200,33,28
3756,2022-10-12,0200-0300,50,44
3757,2022-10-12,0300-0400,50,45
3758,2022-10-12,0400-0500,50,35
3759,2022-10-12,0500-0600,46,30
3760,2022-10-13,0600-0700,46,20
3761,2022-10-13,0700-0800,50,10
3762,2022-10-13,0800-0900,50,31
3763,2022-10-13,0900-1000,33,18
3764,2022-10-13,1000-1100,50,13
3765,2022-10-13,1100-1200,50,17
3766,2022-10-13,1200-1300,50,28
3767,2022-10-13,1300-1400,46,26
3768,2022-10-13,1400-1500,34,25
3769,2022-10-13,1500-1600,37,37
3770,2022-10-13,1600-1700,37,30
3771,2022-10-13,1700-1800,24,24
3772,2022-10-13,1800-1900,37,37
3773,2022-10-13,1900-2000,37,37
3774,2022-10-13,2000-2100,37,37
3775,2022-10-13,2100-2200,34,34
3776,2022-10-13,2200-2300,46,39
3777,2022-10-13,2300-0000,50,45
3778,2022-10-13,0000-0100,50,45
3779,2022-10-13,0100-0200,33,28
3780,2022-10-13,0200-0300,50,44
3781,2022-10-13,0300-0400,50,31
3782,2022-10-13,0400-0500,50,45
3783,2022-10-13,0500-0600,46,40
3784,2022-10-14,0600-0700,46,26
3785,2022-10-14,0700-0800,50,30
3786,2022-10-14,0800-0900,50,31
3787,2022-10-14,0900-1000,33,26
3788,2022-10-14,1000-1100,50,0
3789,2022-10-14,1100-1200,50,40
3790,2022-10-14,1200-1300,50,40
3791,2022-10-14,1300-1400,46,29
3792,2022-10-14,1400-1500,34,34
3793,2022-10-14,1500-1600,37,16
3794,2022-10-14,1600-1700,37,26
3795,2022-10-14,1700-1800,24,24
3796,2022-10-14,1800-1900,37,37
3797,2022-10-14,1900-2000,37,37
3798,2022-10-14,2000-2100,37,37
3799,2022-10-14,2100-2200,34,34
3800,2022-10-14,2200-2300,34,34
3801,2022-10-14,2300-0000,50,35
3802,2022-10-14,0000-0100,50,45
3803,2022-10-14,0100-0200,33,28
3804,2022-10-14,0200-0300,50,42
3805,2022-10-14,0300-0400,50,33
3806,2022-10-14,0400-0500,50,44
3807,2022-10-14,0500-0600,46,40
3808,2022-10-17,0600-0700,34,14
3809,2022-10-17,0700-0800,37,5
3810,2022-10-17,0800-0900,37,37
3811,2022-10-17,0900-1000,24,24
3812,2022-10-17,1000-1100,37,7
3813,2022-10-17,1100-1200,37,24
3814,2022-10-17,1200-1300,37,10
3815,2022-10-17,1300-1400,34,11
3816,2022-10-17,1400-1500,46,0
3817,2022-10-17,1500-1600,50,28
3818,2022-10-17,1600-1700,50,43
3819,2022-10-17,1700-1800,33,27
3820,2022-10-17,1800-1900,50,44
3821,2022-10-17,1900-2000,50,45
3822,2022-10-17,2000-2100,50,45
3823,2022-10-17,2100-2200,46,40
3824,2022-10-17,2200-2300,46,36
3825,2022-10-17,2300-0000,50,41
3826,2022-10-17,0000-0100,50,42
3827,2022-10-17,0100-0200,33,21
3828,2022-10-17,0200-0300,50,32
3829,2022-10-17,0300-0400,50,31
3830,2022-10-17,0400-0500,50,33
3831,2022-10-17,0500-0600,46,19
3832,2022-10-18,0600-0700,34,28
3833,2022-10-18,0700-0800,37,37
3834,2022-10-18,0800-0900,37,37
3835,2022-10-18,0900-1000,24,24
3836,2022-10-18,1000-1100,37,37
3837,2022-10-18,1100-1200,37,33
3838,2022-10-18,1200-1300,37,31
3839,2022-10-18,1300-1400,34,33
3840,2022-10-18,1400-1500,46,37
3841,2022-10-18,1500-1600,50,32
3842,2022-10-18,1600-1700,50,40
3843,2022-10-18,1700-1800,33,27
3844,2022-10-18,1800-1900,50,42
3845,2022-10-18,1900-2000,50,43
3846,2022-10-18,2000-2100,50,42
3847,2022-10-18,2100-2200,46,32
3848,2022-10-18,2200-2300,46,40
3849,2022-10-18,2300-0000,50,45
3850,2022-10-18,0000-0100,50,43
3851,2022-10-18,0100-0200,33,23
3852,2022-10-18,0200-0300,50,41
3853,2022-10-18,0300-0400,50,40
3854,2022-10-18,0400-0500,50,39
3855,2022-10-18,0500-0600,46,35
3856,2022-10-19,1400-1500,46,37
3857,2022-10-19,1500-1600,50,41
3858,2022-10-19,1600-1700,50,41
3859,2022-10-19,1700-1800,33,27
3860,2022-10-19,1800-1900,50,42
3861,2022-10-19,1900-2000,50,43
3862,2022-10-19,2000-2100,50,42
3863,2022-10-19,2100-2200,46,38
3864,2022-10-19,2200-2300,46,37
3865,2022-10-19,2300-0000,50,42
3866,2022-10-19,0000-0100,50,43
3867,2022-10-19,0100-0200,33,27
3868,2022-10-19,0200-0300,50,44
3869,2022-10-19,0300-0400,50,30
3870,2022-10-19,0400-0500,50,46
3871,2022-10-19,0500-0600,46,39
3872,2022-10-20,0600-0700,34,19
3873,2022-10-20,0700-0800,37,37
3874,2022-10-20,0800-0900,37,37
3875,2022-10-20,0900-1000,24,24
3876,2022-10-20,1000-1100,37,37
3877,2022-10-20,1100-1200,37,37
3878,2022-10-20,1200-1300,37,18
3879,2022-10-20,1300-1400,34,0
3880,2022-10-20,1400-1500,46,37
3881,2022-10-20,1500-1600,50,41
3882,2022-10-20,1600-1700,50,43
3883,2022-10-20,1700-1800,33,27
3884,2022-10-20,1800-1900,50,43
3885,2022-10-20,1900-2000,50,39
3886,2022-10-20,2000-2100,50,43
3887,2022-10-20,2100-2200,46,40
3888,2022-10-20,2200-2300,46,25
3889,2022-10-20,2300-0000,50,26
3890,2022-10-20,0000-0100,50,32
3891,2022-10-20,0100-0200,33,25
3892,2022-10-20,0200-0300,50,43
3893,2022-10-20,0300-0400,50,44
3894,2022-10-20,0400-0500,50,35
3895,2022-10-20,0500-0600,46,30
3896,2022-10-21,0600-0700,34,30
3897,2022-10-21,0700-0800,37,37
3898,2022-10-21,0800-0900,37,26
3899,2022-10-21,0900-1000,24,24
3900,2022-10-21,1000-1100,37,12
3901,2022-10-21,1100-1200,37,37
3902,2022-10-21,1200-1300,37,37
3903,2022-10-21,1300-1400,34,30
3904,2022-10-21,1400-1500,46,38
3905,2022-10-21,1500-1600,50,38
3906,2022-10-21,1600-1700,50,44
3907,2022-10-21,1700-1800,33,26
3908,2022-10-21,1800-1900,50,44
3909,2022-10-21,1900-2000,50,15
3910,2022-10-21,2000-2100,50,28
3911,2022-10-21,2100-2200,46,25
3912,2022-10-21,2200-2300,46,23
3913,2022-10-21,2300-0000,50,19
3914,2022-10-21,0000-0100,50,15
3915,2022-10-21,0100-0200,33,24
3916,2022-10-21,0200-0300,50,27
3917,2022-10-21,0300-0400,50,35
3918,2022-10-21,0400-0500,50,30
3919,2022-10-21,0500-0600,46,13
3920,2022-10-24,0600-0700,46,0
3921,2022-10-24,0700-0800,50,4
3922,2022-10-24,0800-0900,50,21
3923,2022-10-24,0900-1000,33,19
3924,2022-10-24,1000-1100,50,36
3925,2022-10-24,1100-1200,50,31
3926,2022-10-24,1200-1300,50,31
3927,2022-10-24,1300-1400,46,34
3928,2022-10-24,1400-1500,46,18
3929,2022-10-24,1500-1600,50,16
3930,2022-10-24,1600-1700,50,44
3931,2022-10-24,1700-1800,33,15
3932,2022-10-24,1800-1900,50,35
3933,2022-10-24,1900-2000,50,45
3934,2022-10-24,2000-2100,50,40
3935,2022-10-24,2100-2200,46,35
3936,2022-10-24,1400-1500,46,30
3937,2022-10-24,1500-1600,50,45
3938,2022-10-24,1600-1700,50,37
3939,2022-10-24,1700-1800,33,20
3940,2022-10-24,1800-1900,37,33
3941,2022-10-24,1900-2000,37,37
3942,2022-10-24,2000-2100,37,32
3943,2022-10-24,2100-2200,34,28
3944,2022-10-25,0600-0700,46,25
3945,2022-10-25,0700-0800,50,32
3946,2022-10-25,0800-0900,50,32
3947,2022-10-25,0900-1000,33,22
3948,2022-10-25,1000-1100,50,44
3949,2022-10-25,1100-1200,50,45
3950,2022-10-25,1200-1300,50,44
3951,2022-10-25,1300-1400,46,39
3952,2022-10-25,1400-1500,46,33
3953,2022-10-25,1500-1600,50,36
3954,2022-10-25,1600-1700,50,36
3955,2022-10-25,1700-1800,33,23
3956,2022-10-25,1800-1900,50,40
3957,2022-10-25,1900-2000,50,28
3958,2022-10-25,2000-2100,50,37
3959,2022-10-25,2100-2200,46,30
3960,2022-10-25,2200-2300,46,40
3961,2022-10-25,2300-0000,50,50
3962,2022-10-25,0000-0100,50,50
3963,2022-10-25,0100-0200,33,25
3964,2022-10-25,0200-0300,50,30
3965,2022-10-25,0300-0400,50,30
3966,2022-10-25,0400-0500,50,33
3967,2022-10-25,0500-0600,46,46
3968,2022-10-26,2200-2300,46,40
3969,2022-10-26,2300-0000,50,39
3970,2022-10-26,0000-0100,50,45
3971,2022-10-26,0100-0200,33,27
3972,2022-10-26,0200-0300,50,46
3973,2022-10-26,0300-0400,50,37
3974,2022-10-26,0400-0500,50,32
3975,2022-10-26,0500-0600,46,31
3976,2022-10-26,1400-1500,46,28
3977,2022-10-26,1500-1600,50,45
3978,2022-10-26,1600-1700,50,43
3979,2022-10-26,1700-1800,33,27
3980,2022-10-26,1800-1900,50,45
3981,2022-10-26,1900-2000,50,46
3982,2022-10-26,2000-2100,50,44
3983,2022-10-26,2100-2200,46,35
3984,2022-10-26,2200-2300,46,38
3985,2022-10-26,2300-0000,50,50
3986,2022-10-26,0000-0100,50,50
3987,2022-10-26,0100-0200,33,33
3988,2022-10-26,0200-0300,50,45
3989,2022-10-26,0300-0400,50,32
3990,2022-10-26,0400-0500,50,40
3991,2022-10-26,0500-0600,46,46
3992,2022-10-27,0600-0700,46,41
3993,2022-10-27,0700-0800,50,46
3994,2022-10-27,0800-0900,50,11
3995,2022-10-27,0900-1000,33,0
3996,2022-10-27,1000-1100,50,0
3997,2022-10-27,1100-1200,50,5
3998,2022-10-27,1200-1300,50,27
3999,2022-10-27,1300-1400,46,41
4000,2022-10-27,1400-1500,46,36
4001,2022-10-27,1500-1600,25,0
4002,2022-10-27,1600-1700,25,0
4003,2022-10-27,1700-1800,16,0
4004,2022-10-27,1800-1900,50,21
4005,2022-10-27,1900-2000,50,44
4006,2022-10-27,2000-2100,50,45
4007,2022-10-27,2100-2200,46,32
4008,2022-10-27,2200-2300,46,38
4009,2022-10-27,2300-0000,50,40
4010,2022-10-27,0000-0100,50,50
4011,2022-10-27,0100-0200,33,33
4012,2022-10-27,0200-0300,50,50
4013,2022-10-27,0300-0400,50,50
4014,2022-10-27,0400-0500,50,50
4015,2022-10-27,0500-0600,46,46
4016,2022-10-28,0600-0700,46,21
4017,2022-10-28,0700-0800,50,44
4018,2022-10-28,0800-0900,50,38
4019,2022-10-28,0900-1000,33,26
4020,2022-10-28,1000-1100,50,40
4021,2022-10-28,1100-1200,50,38
4022,2022-10-28,1200-1300,50,24
4023,2022-10-28,1300-1400,46,26
4024,2022-10-28,1400-1500,46,24
4025,2022-10-28,1500-1600,50,32
4026,2022-10-28,1600-1700,50,32
4027,2022-10-28,1700-1800,33,21
4028,2022-10-28,1800-1900,50,32
4029,2022-10-28,1900-2000,50,15
4030,2022-10-28,2000-2100,50,6
4031,2022-10-28,2100-2200,46,27
4032,2022-10-28,2200-2300,46,23
4033,2022-10-28,2300-0000,50,32
4034,2022-10-28,0000-0100,50,32
4035,2022-10-28,0100-0200,33,21
4036,2022-10-28,0200-0300,50,32
4037,2022-10-28,0300-0400,50,32
4038,2022-10-28,0400-0500,50,32
4039,2022-10-28,0500-0600,46,22
4040,2022-11-02,0600-0700,46,0
4041,2022-11-02,0700-0800,50,0
4042,2022-11-02,0800-0900,50,22
4043,2022-11-02,0900-1000,33,20
4044,2022-11-02,1000-1100,50,32
4045,2022-11-02,1100-1200,50,16
4046,2022-11-02,1200-1300,50,0
4047,2022-11-02,1300-1400,46,25
4048,2022-11-02,1400-1500,46,40
4049,2022-11-02,1500-1600,50,50
4050,2022-11-02,1600-1700,50,33
4051,2022-11-02,1700-1800,33,26
4052,2022-11-02,1800-1900,37,37
4053,2022-11-02,1900-2000,37,25
4054,2022-11-02,2000-2100,37,30
4055,2022-11-02,2100-2200,34,20
4056,2022-11-02,2200-2300,46,11
4057,2022-11-02,2300-0000,50,16
4058,2022-11-02,0000-0100,50,17
4059,2022-11-02,0100-0200,33,14
4060,2022-11-02,0200-0300,50,46
4061,2022-11-02,0300-0400,50,35
4062,2022-11-02,0400-0500,50,26
4063,2022-11-02,0500-0600,46,29
4064,2022-11-03,0600-0700,46,24
4065,2022-11-03,0700-0800,50,15
4066,2022-11-03,0800-0900,50,27
4067,2022-11-03,0900-1000,33,25
4068,2022-11-03,1000-1100,42,35
4069,2022-11-03,1100-1200,42,32
4070,2022-11-03,1200-1300,42,15
4071,2022-11-03,1300-1400,46,7
4072,2022-11-03,1400-1500,46,38
